feature_set,pdbid,membership,n_residues,pcc,spearman,rmse_z
residue_position,1KMM,365_only,1499,-0.07594838863833196,-0.1238897991800183,1.0606085938132934
residue_position,1KNG,365_only,144,0.4333245942041877,0.10376238101455135,0.9020096210592145
residue_position,1KYC,small,15,0.3229973846832237,0.35,0.9595369407731839
residue_position,1LR7,medium,73,0.30221481758726754,0.08139023656786422,0.9812903060497437
residue_position,1MF7,365_only,194,0.4029440493513822,0.2090063955761712,0.929624813554154
residue_position,1N7E,medium,95,0.2849669732613809,0.2781734130900751,0.9621687152594357
residue_position,1NKD,365_only,59,0.6677611950626686,0.5550295175767372,0.808538101102372
residue_position,1NNX,medium,93,0.3886342907926421,0.1411199474948569,0.9252835392836621
residue_position,1NOA,medium,113,0.0629851527522585,0.12198235889513385,1.046454746897373
residue_position,1NOT,small,13,0.753545495413019,0.5604395604395606,0.7078913204440709
residue_position,1O06,small,20,0.8732109197350189,0.7999999999999999,0.5759517055166152
residue_position,1O08,large,221,0.4339709719692208,-0.07232981037999539,0.9093827818560664
residue_position,1OPD,medium,85,0.4961197821347,0.17663756418797968,0.8755820855790457
residue_position,1P9I,small,29,0.7781244226911564,0.5211822660098521,0.681321787333223
residue_position,1PEF,small,18,0.6692714791325458,0.3498452012383901,0.7581499319758228
residue_position,1PEN,small,16,0.38208790741254467,0.2884474658755775,0.9259443668507071
residue_position,1PMY,large,123,0.6326551136195767,0.06962743694561829,0.8044195442989168
residue_position,1Q9B,small,43,0.317538565448594,-0.26864995469646635,0.9520804128118197
residue_position,1QAU,medium,112,0.27155059705362594,0.07619189989426162,0.9630322588838207
residue_position,1QKI,365_only,3912,0.02013883727529544,-0.062446334794050026,1.1197074261029265
residue_position,1QTO,large,122,0.38770727746976047,0.007679598175972138,0.936672684030139
residue_position,1R29,365_only,122,0.7045778035245498,0.17653910782659696,0.7516152064901876
residue_position,1R7J,medium,90,0.6631578320217284,0.05023748179438333,0.763957460609677
residue_position,1RJU,small,36,0.10801015494955359,0.2782496782496783,1.13244361606232
residue_position,1SAU,365_only,114,0.10610868733547871,0.2733576347259599,1.0375501656065225
residue_position,1TGR,365_only,104,0.37599109485823673,0.16754641694564665,0.9303642572539921
residue_position,1TZV,365_only,141,0.7179867965554491,0.3200182372276766,0.7617680415449641
residue_position,1U06,small,55,0.27902210540873407,-0.07521780697123655,1.0021424191651889
residue_position,1UKU,large,102,0.09022567229298774,0.06092168504479639,1.0218927398895208
residue_position,1ULR,medium,87,0.15474749915394131,-0.11835840142538046,1.0322690556061533
residue_position,1UOY,small,64,0.03314846780279422,-0.017193420255479187,1.026464356359263
residue_position,1USE,small,40,0.24801806877107996,0.10187617260787994,0.9898127956126296
residue_position,1USM,medium,77,0.7852980370902211,0.304605293432189,0.7400024515840221
residue_position,1UTG,365_only,70,0.5160097846906053,0.12324488885861207,0.8639274998626607
residue_position,1V05,medium,96,0.14850599158142125,-0.11039216485232757,1.0138579753693067
residue_position,1V70,large,105,0.3040522551563731,-0.09016359453720259,0.9554011965833298
residue_position,1W2L,medium,97,0.43074604920577725,0.17365462375864346,0.9044810860558256
residue_position,1WBE,large,204,0.1908770218871833,-0.14175550091777275,0.989601795339858
residue_position,1WHI,large,122,0.19278282268672683,0.11043534724199323,1.0455451193791987
residue_position,1WLY,365_only,322,0.17950102396642212,0.3763085213333608,0.9912852012649954
residue_position,1WPA,large,107,0.6329651946345725,0.23261418493222333,0.8323641383106457
residue_position,1X3O,medium,80,0.16039913858215,-0.03193877132480608,1.049522789116515
residue_position,1XY2,small,8,0.5676567327794296,0.0969857289937744,0.8279136814931166
residue_position,1YJO,small,6,0.493382265156165,0.14285714285714288,0.909532112021938
residue_position,1YZM,small,46,0.7510364658296366,0.34316023255101885,0.7531531743020302
residue_position,1Z21,medium,96,0.25964574178724353,-0.006036415183592208,0.9722211716086934
residue_position,1ZVA,medium,75,0.14203651846912893,0.02054170937660377,1.0522390730275442
residue_position,2A50,365_only,457,0.23499073877341403,0.21693141749953387,1.0092129574456588
residue_position,2AGK,large,233,0.01728909312247416,-0.033934532062722615,1.0258984043827177
residue_position,2B0A,365_only,186,0.14673464943277,-0.2157591886188699,1.0025806642757447
residue_position,2BCM,365_only,413,0.17496143565703326,0.23860263926520886,0.989649482807291
residue_position,2BRF,medium,100,0.418027301966576,-0.11926622028325354,0.9094979232542655
residue_position,2C71,large,205,0.4098358969087527,-0.10605127227034909,0.9237091202897137
residue_position,2CE0,medium,99,0.4779592492059946,0.04762007836783004,0.883568426048306
residue_position,2CG7,large,90,0.24747207004481706,-0.1785614330239407,1.00396070813489
residue_position,2COV,365_only,534,0.21989985508903695,0.0633823441075096,0.9821927211125674
residue_position,2CWS,large,227,0.2486466591001346,0.210028795215735,0.9688497877499943
residue_position,2D5W,365_only,1214,0.11864411003618369,0.11064165812957494,1.0111027502790624
residue_position,2DPL,365_only,565,0.14247392811118711,0.19150165758982265,0.9997540570912709
residue_position,2DSX,small,52,0.4433267279270243,0.1844222932765772,0.9014031332121415
residue_position,2E10,365_only,439,0.27640618926385524,0.32961552428551016,0.9614282570250107
residue_position,2E3H,medium,81,0.27954333495367384,0.03448626310458135,0.9848753836061118
residue_position,2EAQ,medium,89,0.7771964864866315,0.3761283979928403,0.7445052831344803
residue_position,2EHS,medium,75,0.22657944191077636,-0.025590691193075478,1.0069205361099796
residue_position,2ERW,365_only,53,0.6706981114821051,0.09740953550724055,0.7587664380942931
residue_position,2ETX,365_only,389,-0.21964136586930263,-0.3075124308666174,1.1020045576853852
residue_position,2FN9,365_only,560,0.05497862495804254,-0.022716575382099098,1.0199791265177294
residue_position,2FQ3,medium,85,0.502443072448617,0.20013679890560873,0.8658128289288094
residue_position,2G69,365_only,99,0.21185544884958646,0.03570832225375801,1.0119332418267064
residue_position,2G7O,365_only,68,0.4517850562995942,0.27441998133406975,0.907166381120704
residue_position,2GKG,365_only,122,0.5276888957933188,-0.09219635512279292,0.8521171586611055
residue_position,2GOM,365_only,121,0.18812005042329508,0.06520851856789944,1.0176615125081918
residue_position,2GXG,365_only,140,0.22937082863170108,-0.21902159711907332,0.9934558396511193
residue_position,2HQK,large,213,0.3953628372570107,0.016345368161209142,0.9185564024294101
residue_position,2I24,large,113,0.25960291941926467,-0.16785883610678554,0.9659652847168253
residue_position,2I49,365_only,398,0.21455277560842934,-0.10102996110933296,0.9788410138286056
residue_position,2IBL,365_only,108,0.5129547991946654,0.18484600930661466,0.8628918158406029
residue_position,2IGD,365_only,61,0.09778889496809492,0.1174541897340714,1.070689751461542
residue_position,2IMF,large,203,0.4410461879415108,0.43784080961552463,0.9062850818232923
residue_position,2IP6,medium,87,0.8294261007740428,0.5213516322151939,0.6924927010191578
residue_position,2IVY,365_only,88,0.2859637935448571,0.37479801874485785,0.9784078705420189
residue_position,2J9W,365_only,200,0.26928968568526723,0.2759037599506641,0.963214334885125
residue_position,2JKU,small,35,0.6800095534400472,0.7622382538476703,0.8035194356110945
residue_position,2JLI,365_only,100,0.5275774861188993,0.13436825858892104,0.85349473958827
residue_position,2JLJ,365_only,115,0.39321531307307545,0.08132361964268132,0.9310359032364087
residue_position,2NLS,small,36,0.03415238954793577,0.23680823680823682,1.1740358491895033
residue_position,2NUH,medium,104,0.32849054447009934,0.4070266781703051,0.9446131431825135
residue_position,2O6X,365_only,306,0.31025323860062975,0.054730685508289356,0.9547337360102126
residue_position,2OHW,365_only,256,0.18355900491138138,0.18438532057550003,0.9831373234442592
residue_position,2OKT,365_only,342,-0.02891791564996082,-0.22455468109214022,1.050827015203754
residue_position,2OL9,small,6,0.7140188701922217,0.48571428571428577,0.7223684183809512
residue_position,2PMR,365_only,76,0.4195475440927056,0.37373033127663513,0.9089378534027771
residue_position,2PPN,large,107,-0.03750273291760566,-0.06291865150751369,1.1403787355559707
residue_position,2PSF,365_only,608,0.16818627488641438,0.035126975857975334,0.9997489935292907
residue_position,2PTH,365_only,193,0.1444183392547555,0.286638815131655,1.013502517016609
residue_position,2Q52,365_only,412,0.2153907059806702,0.0586811420469875,0.9839741924566631
residue_position,2QJL,medium,99,0.4713522390391744,0.1201641357213058,0.8862252562202124
residue_position,2R6Q,365_only,138,0.31661869972346285,-0.1819441717357846,0.9567041089550556
residue_position,2RB8,medium,93,0.23781322396032814,-0.05469201703409072,0.9864649835860725
residue_position,2V9V,large,135,0.39740269427053265,0.029863595686544963,0.9176919318123706
residue_position,2VE8,365_only,515,0.2922261387874922,0.30728378907540177,0.9566340908123858
residue_position,2VH7,365_only,94,0.413365486870728,0.1821446117816506,0.912136248774599
residue_position,2VIM,large,104,0.3175056040480956,-0.12369170694939494,0.9483555175880868
residue_position,2VPA,large,204,0.10791330627372875,0.12068573141395447,1.0157736866284273
residue_position,2VQ4,365_only,106,0.7574878291636787,0.16222330272074506,0.7710341405113253
residue_position,2VY8,365_only,149,0.2113256856370297,0.16090913627195913,1.0116235362429933
residue_position,2W1V,365_only,548,0.5727936912859328,-0.06841156610532492,0.8293344056266101
residue_position,2W2A,365_only,350,0.39055627504358853,0.3382289452012062,0.9209789510765537
residue_position,2W6A,365_only,117,0.6763638636342892,0.4220890524123947,0.8424487352602645
residue_position,2WJ5,365_only,96,0.2779443191284079,0.26421544197655517,0.9641208966284668
residue_position,2WUJ,365_only,100,0.42380847855501286,0.27738540285769636,0.9059996390541247
residue_position,2WWE,365_only,111,0.18682464633439547,0.15243030271084054,0.9987535237072985
residue_position,2X1Q,365_only,240,0.28052348183575615,0.21796159187429504,0.9637791057327902
residue_position,2X3M,365_only,166,0.16968302916985076,-0.21853448531652683,1.0004432879713507
residue_position,2X5Y,365_only,171,0.4789800733179347,0.11159824728046067,0.8849901608938456
residue_position,2XHF,365_only,310,0.27589533566923047,-0.11875906703279311,0.9635891455111653
residue_position,2Y0T,365_only,101,0.45195973321808514,0.03815453431701347,0.8926508910879546
residue_position,2Y72,365_only,170,0.4564656792283133,0.043798535533578604,0.8953784415012103
residue_position,2Y7L,365_only,319,0.173003570407386,-0.003731271556450187,0.9931609810247473
residue_position,2Y9F,365_only,149,0.46117702799298027,0.12225533605479064,0.891047538231888
residue_position,2YLB,365_only,400,0.27609691616454457,0.16611467734162633,0.9611453761430921
residue_position,2YNY,365_only,315,0.1542688422537809,0.03766253947722081,1.0035677254191209
residue_position,2ZU1,365_only,360,0.31280377252379965,0.21776114548042982,0.9521012237425025
residue_position,3A7L,365_only,128,0.6171633707563946,0.07607747090183647,0.8176040107170143
residue_position,3AMC,365_only,614,0.02782616379025225,-0.030051628681773628,1.060405282717712
residue_position,3AUB,365_only,116,0.06117388927096536,-0.23968184410736973,1.0664475615856046
residue_position,3BA1,365_only,312,0.21135689315217707,-0.13400110316002808,0.9962156905579002
residue_position,3BZQ,medium,99,0.25248940121306745,0.050495055629015274,0.9927098711830445
residue_position,3BZZ,365_only,100,0.3688686322094333,-0.10682492583958433,0.9319665594144886
residue_position,3DRF,365_only,547,0.019780889283975943,-0.1137509602633679,1.0680359235194221
residue_position,3E5T,365_only,228,0.034478203059952924,-0.08519925116986096,1.0244238474169474
residue_position,3E7R,365_only,40,0.42018425978559504,0.16972369638450643,0.9085784466313073
residue_position,3FKE,365_only,250,0.14336431114256373,0.1280658560144165,1.0024758026968212
residue_position,3FOD,365_only,48,0.07728140414274819,0.3156923415604346,1.114414172531681
residue_position,3FSO,365_only,221,0.26852680361254155,0.04199444280389333,0.9668597493317808
residue_position,3FTD,365_only,240,0.3985723081255099,0.08174649471913276,0.9397659198436691
residue_position,3G1S,365_only,418,0.45175452502315905,0.28757574241546974,0.9056425083862957
residue_position,3HFO,365_only,197,0.23349110550294333,0.010369005370345448,0.9727429951653109
residue_position,3HHP,365_only,1234,0.04299308660667955,-0.01769895899420867,1.0498836164939855
residue_position,3HNY,365_only,156,0.277484053264026,0.30223659443957657,0.9663176251632746
residue_position,3HYD,365_only,7,0.978083095504954,0.6785714285714287,0.44346882607462135
residue_position,3HZ8,365_only,192,0.4249017123104067,0.09914569041230775,0.92010435767228
residue_position,3I2Z,365_only,138,0.13359143039039098,-0.05606565499256261,1.04760118881743
residue_position,3I4O,365_only,135,0.4127003756476509,0.13627245714538033,0.9113690286550692
residue_position,3K6Y,365_only,227,0.33758347262535904,0.2963983754566272,0.9465979322334913
residue_position,3KBE,365_only,140,0.27359990662480854,0.014320811097571995,0.9750105431107147
residue_position,3KGK,365_only,190,0.11140190319679487,0.18930975706186726,1.0127853039562884
residue_position,3KZD,365_only,85,0.1371556964416932,0.08009849862750848,1.0411866593845602
residue_position,3LAA,365_only,169,0.556260516096679,0.3185508257305874,0.8566551768978531
residue_position,3M8J,365_only,178,0.23402223920307566,-0.08012358459313625,0.9781316440376696
residue_position,3M9J,365_only,210,0.22909488390741756,-0.010385122238612808,0.9745701881030178
residue_position,3M9Q,365_only,176,0.20163737511995306,0.02514111127057604,0.9901630301674046
residue_position,3MAB,365_only,173,0.21182471117569485,-0.0709220269107746,0.9859687003012592
residue_position,3MD4,365_only,12,0.7841255093376274,0.7355527917552636,0.8163123129590316
residue_position,3MRE,365_only,383,0.28371520229177216,0.3601490654295936,0.9590279190082077
residue_position,3N11,365_only,325,-0.029748888966997702,-0.0475001345862929,1.067104267286739
residue_position,3NE0,365_only,208,0.1858059637287996,0.1679742039879181,0.9880656530708423
residue_position,3NGG,365_only,94,0.5019673860530055,0.32337046831366856,0.867109861594034
residue_position,3NPV,365_only,495,0.5156334010011844,0.43834534612484716,0.886419777670808
residue_position,3NVG,365_only,6,0.6817796025561195,0.4285714285714286,0.7468341766532648
residue_position,3O0P,365_only,194,0.08004515731614135,-0.12567129909537833,1.018383594220374
residue_position,3O5P,365_only,128,0.45766189439461114,-0.03924502821389674,0.8894437344292038
residue_position,3OBQ,365_only,150,0.6149272450341908,0.282986530889118,0.8396852565175305
residue_position,3P6J,365_only,125,0.3292140335958791,0.09062435195622104,0.955366737783435
residue_position,3PD7,365_only,188,0.27488014049143195,0.18338597908611615,0.9615718237743508
residue_position,3PID,365_only,387,-0.06881300050635902,-0.21336049687424882,1.0599759336384336
residue_position,3PIW,365_only,154,0.5431720563378644,0.5066430527758529,0.8683771071600834
residue_position,3PKV,365_only,221,0.15238020259488513,0.08491932153146053,1.0008883457099578
residue_position,3PSM,365_only,94,0.6161589493499403,0.023516577202573476,0.8179637677741087
residue_position,3PTL,365_only,289,0.240938726966452,0.12031284257646652,0.9705980552509669
residue_position,3PVE,365_only,347,0.2611240851056173,0.28341136203234135,0.9659831600095509
residue_position,3PZ9,365_only,357,0.3419264724814754,0.3874348463364321,0.9401616154665715
residue_position,3PZZ,365_only,12,0.3529869940918916,0.5034965034965035,0.9383338710575944
residue_position,3Q2X,365_only,6,0.792249443793108,0.8285714285714287,0.6471269819587991
residue_position,3Q6L,365_only,131,0.3691124691662685,0.088858223491633,0.9294154724534851
residue_position,3QDS,365_only,284,0.08853797574294923,-0.050885925585360335,1.0185675149221545
residue_position,3R87,365_only,132,0.2854064395919081,0.04750288936052596,0.9636409186042435
residue_position,3RQ9,365_only,162,-0.05147333570985704,-0.13467588169986197,1.0955918852850326
residue_position,3RY0,365_only,128,0.4787820626904268,0.015207330419808011,0.8795341928583721
residue_position,3RZY,365_only,139,0.4801490882680928,0.026255081607583816,0.8803065083937665
residue_position,3S0A,365_only,119,0.40332626664652943,0.5233978307911585,0.9151346998238914
residue_position,3SEB,large,238,0.1682060115421878,0.15465892360437222,0.9943097017127996
residue_position,3SED,365_only,124,0.24107612681944385,0.0343196495342725,1.011891035623827
residue_position,3SO6,365_only,150,0.3112893704318437,0.2703037134427278,0.9549619821894174
residue_position,3SR3,365_only,637,0.2525023804877658,0.351827156019945,1.006019727532271
residue_position,3SUK,365_only,248,0.3935652724900541,0.18541416587299686,0.9401905037000534
residue_position,3SZH,365_only,697,0.2305805283563481,0.2563756390283568,1.0130560398235238
residue_position,3T0H,365_only,208,0.20893543128278907,0.285218877910367,0.9812603589438874
residue_position,3T3K,365_only,122,0.5284105151189538,0.04011691404440645,0.8529831608154386
residue_position,3T47,365_only,141,0.5371918076112512,0.2891336223208353,0.846670168425858
residue_position,3TDN,365_only,357,0.23689522742954264,0.24391167645905787,0.9826593302756316
residue_position,3TOW,365_only,152,0.37989566742340514,-0.021795217904101712,0.9305386849585294
residue_position,3TUA,365_only,210,0.0596431905411194,0.056986120671966685,1.0348465242602196
residue_position,3UCI,365_only,72,0.5118393569078842,0.5631873432375073,0.8599128574817999
residue_position,3UR8,365_only,637,0.3667124899364054,0.35102924423937987,0.9340444168014664
residue_position,3US6,365_only,148,0.7352829395993385,0.32533548041686083,0.7626417459668591
residue_position,3V1A,365_only,48,0.43956673671599045,0.39648246895258143,0.8982283449703045
residue_position,3VN0,365_only,193,0.41523156461926286,0.3784519158494534,0.9193559912199192
residue_position,3VOR,365_only,182,0.20704013493340234,0.21582158827964495,0.9826201455430692
residue_position,3VUB,large,101,0.17679156976495922,0.17102603975851952,1.0136433492133636
residue_position,3VVV,365_only,108,0.649852186539057,0.17147021767839732,0.8029409908475571
residue_position,3VZ9,365_only,163,0.4580239502107951,0.0017138744161871561,0.9057893623536892
residue_position,3ZBD,365_only,213,0.5485678896905625,0.00478902045813731,0.8574527764698683
residue_position,3ZIT,365_only,152,0.08353553192023193,0.19182655630405998,1.0457729132899793
residue_position,3ZRX,365_only,221,0.1983095080518938,0.1714447874295016,0.9964086156349842
residue_position,3ZSL,365_only,138,0.7135520159584724,0.1484606085177876,0.787402644460565
residue_position,3ZZP,365_only,74,0.6176324035624103,0.20567654229159849,0.8209598378901417
residue_position,3ZZY,365_only,226,0.3004138613196953,0.189836887027494,0.9543247512665383
residue_position,4A02,365_only,166,0.054503601430775685,0.01008988021261191,1.032456499826814
residue_position,4ACJ,365_only,167,0.13397305739196358,0.14278637640761055,1.0105111169252747
residue_position,4AE7,365_only,186,0.29131398123590974,0.2629277749171869,0.95691855290775
residue_position,4AM1,365_only,345,0.16098786861908082,0.29764944765583495,1.0049668657589013
residue_position,4ANN,365_only,176,0.2127025376704561,0.37964969010327554,0.9854165885265559
residue_position,4AVR,365_only,188,0.1922235073105084,0.04321269706074257,0.9877470051533381
residue_position,4AXY,365_only,54,0.46293608152108523,0.06422962572326628,0.8874279640769678
residue_position,4B6G,365_only,558,0.09837907179522853,0.059958729712549556,1.0221200583718613
residue_position,4B9G,365_only,292,-0.038476573046880014,-0.0432416344338006,1.0688004893196759
residue_position,4DD5,365_only,387,-0.06768315746467968,-0.18847775844135647,1.0905097923305338
residue_position,4DKN,365_only,423,0.12429766927091968,0.09511638971425677,1.0044044133428882
residue_position,4DQ7,365_only,328,0.0842003159713704,0.15933167278571456,1.0257037688489345
residue_position,4DT4,365_only,160,0.48701979601256495,0.2093508380852994,0.8981896407950329
residue_position,4EK3,365_only,287,0.17844272818492285,-0.06184974083915596,0.9908424671187616
residue_position,4ERY,365_only,318,0.247588254632414,-0.06962838849625601,0.9696326069310438
residue_position,4ES1,365_only,95,0.2981463928753405,0.22972287261969626,0.9564797442319631
residue_position,4EUG,365_only,225,0.2588604813318051,0.2256162057171559,0.965952643064014
residue_position,4F01,365_only,448,0.34502647011824006,0.6840451031921165,0.941996310110054
residue_position,4F3J,365_only,143,0.22040951899519107,0.22918765633288082,0.9940896484222492
residue_position,4G2E,365_only,151,0.20577904635012134,0.027565569964362584,0.9936689452737444
residue_position,4G5X,365_only,550,0.5445902438012403,-0.0793401295709142,0.8480777911151375
residue_position,4G6C,365_only,658,0.21810358681454625,0.17249446184742545,0.9783205614126547
residue_position,4G7X,365_only,194,0.09190332979686297,0.11472182628223274,1.0203746379237644
residue_position,4GA2,365_only,144,0.35533188792701986,0.4030479987493315,0.9381296590920739
residue_position,4GMQ,365_only,92,0.10842665388497538,0.0692785475394171,1.0402771268687685
residue_position,4GS3,365_only,90,0.037769609178438836,-0.13531055658795674,1.105435795320281
residue_position,4HJP,365_only,281,0.25871893059908435,0.1773285678095888,0.9668930376599593
residue_position,4IL7,365_only,85,0.40530099675381104,0.13860795982643176,0.9142662739254168
residue_position,4J11,365_only,357,0.3970399531662981,0.23568572985528294,0.9207185367041355
residue_position,4J5O,365_only,220,0.4242924352371005,0.12767409361079962,0.9097254656820539
residue_position,4J5Q,365_only,146,0.356508973373149,-0.19751822481938414,0.9398012209288887
residue_position,4J78,365_only,305,0.4029871026916248,0.14932773178794026,0.9152359931248626
residue_position,4JG2,365_only,185,0.21623071756573842,-0.10721110587088015,0.9793989457303806
residue_position,4JVU,365_only,207,0.15290086737957753,0.1698258075441014,1.0005729761228654
residue_position,4JYP,365_only,534,0.1421148350088126,0.06743509453713799,1.0088362074575405
residue_position,4KEF,365_only,133,0.22722618455891436,0.07145735564542444,0.9855126464126799
residue_position,5CYT,medium,103,0.028765191632589494,0.1101742150749201,1.0529169268415102
residue_position,6RXN,small,45,0.1485436955319552,0.01357048748353096,1.0734313895785288
classical_structural,1ABA,medium,87,0.5296098080339994,0.588326422770134,0.8492386932099678
classical_structural,1AHO,large,64,0.5200862556904475,0.5502581302802162,0.8598926446756685
classical_structural,1AIE,small,31,0.6299863634413989,0.40645161290322585,0.7894187210124886
classical_structural,1AKG,small,16,0.18730878513373012,0.3958794302067875,1.0029206027711106
classical_structural,1ATG,large,231,0.46349373981332814,0.42432232856428387,0.8874057646097873
classical_structural,1BGF,365_only,124,0.5828123037645577,0.42080085857157046,0.8139435604084394
classical_structural,1BX7,small,51,0.7602389707501069,0.4025339366515837,0.7103275799058508
classical_structural,1BYI,large,224,0.5182623256212051,0.6087812310774489,0.8578140636660307
classical_structural,1CYO,medium,88,0.7523406675142422,0.5564850610865653,0.6822724088945107
classical_structural,1DF4,365_only,57,0.7169240764046645,0.6083095670210007,0.7174231356899998
classical_structural,1E5K,large,188,0.7354310853763657,0.7577372045997034,0.7007683064282977
classical_structural,1ES5,365_only,260,0.5922718069767792,0.6335063913757077,0.816359310258996
classical_structural,1ETL,small,12,0.45952756106710585,0.4491247217271657,0.9139325972943276
classical_structural,1ETM,small,12,0.6082743900932073,0.4484020766046477,0.8939215713890618
classical_structural,1ETN,small,12,-0.29897133681697585,-0.3215261153190637,1.167581041343681
classical_structural,1EW4,large,106,0.5540391951088345,0.6134743377186067,0.8332032067897133
classical_structural,1F8R,365_only,1932,0.4835949393948062,0.40746219715964715,0.877942036355531
classical_structural,1FF4,small,65,0.3558330907525065,0.4159573422160701,0.9448217509870316
classical_structural,1FK5,medium,93,0.4100491629312273,0.44965589274874684,0.9166826939503574
classical_structural,1GCO,365_only,1044,0.43980496810972197,0.433254311886089,0.9048647025224689
classical_structural,1GK7,small,39,0.6394794882246909,0.2879700393383805,0.7862090056737996
classical_structural,1GVD,small,52,0.6767178212357268,0.6197519798214355,0.7478009358416369
classical_structural,1GXU,medium,88,0.6362249828211134,0.5023048982276372,0.7808358111803321
classical_structural,1H6V,365_only,2927,0.38039701533216513,0.38525246754176895,0.930630760645939
classical_structural,1HJE,small,13,0.8171757896948263,0.5054945054945055,0.6961192713817732
classical_structural,1I71,medium,83,0.5674468537263303,0.4978563298051976,0.8347639893138074
classical_structural,1IDP,365_only,441,0.6195801000810448,0.6601841802499421,0.7951204436404338
classical_structural,1IFR,large,113,0.7114310522587101,0.7314389323992504,0.7279669720871996
classical_structural,1KMM,365_only,1499,0.5783598396027205,0.6145691927091278,0.8182298242584206
classical_structural,1KNG,365_only,144,0.5412320105840129,0.40979870870475,0.8428855677117181
classical_structural,1KYC,small,15,0.5449550637293918,0.6142857142857142,0.8824806151777663
classical_structural,1LR7,medium,73,0.5831968973235881,0.5607534304855696,0.814223536584441
classical_structural,1MF7,365_only,194,0.6462775762699532,0.695294231260497,0.7780895508700243
classical_structural,1N7E,medium,95,0.5077746936168431,0.6448975878461617,0.8650441946312418
classical_structural,1NKD,365_only,59,0.7937904302917487,0.7576421779263329,0.7541280589938301
classical_structural,1NNX,medium,93,0.6989782025121809,0.6786454992474438,0.7171928206077385
classical_structural,1NOA,medium,113,0.3896120456590969,0.4135764219883461,0.9363692479039379
classical_structural,1NOT,small,13,0.9413812957321209,0.5604395604395606,0.6418153203672486
classical_structural,1O06,small,20,0.8980051510343879,0.7368421052631579,0.5654037887107116
classical_structural,1O08,large,221,0.45747725976238,0.5801115952676617,0.889800310434459
classical_structural,1OPD,medium,85,0.5774032006899077,0.5578979768386736,0.8336043409150108
classical_structural,1P9I,small,29,0.7270436817836327,0.5241379310344827,0.7237741504620306
classical_structural,1PEF,small,18,0.674502795573736,0.5706914344685242,0.7443741769160375
classical_structural,1PEN,small,16,0.4019428574563903,0.37821938127562965,0.9188487443105872
classical_structural,1PMY,large,123,0.6773134253213017,0.5456433274760221,0.7512575274494431
classical_structural,1Q9B,small,43,0.6714275263064077,0.5587435819993959,0.7736715411766584
classical_structural,1QAU,medium,112,0.4758715935038008,0.4366758139575821,0.8833511563630062
classical_structural,1QKI,365_only,3912,0.39273601409686254,0.431657594078568,1.1831575684595999
classical_structural,1QTO,large,122,0.5048157577474619,0.4746546824426153,0.8702544678512543
classical_structural,1R29,365_only,122,0.7293190742574573,0.5751432909948969,0.703696818678048
classical_structural,1R7J,medium,90,0.7233903158826008,0.4915584897318359,0.7173982658053414
classical_structural,1RJU,small,36,0.199075867016397,0.26949806949806954,1.0275934387598231
classical_structural,1SAU,365_only,114,0.3706269443338347,0.45819360074199006,0.9386376755809228
