protein_id,n_residues,seconds,cached,max_support,max_edges
1USM,77,2.9426257999730296,False,47,228
1V70,105,3.5059948999551125,False,54,266
1V05,96,3.5271836000028998,False,50,247
1VRZ,13,0.17497029999503866,False,13,29
1W2L,97,2.641882199968677,False,48,224
1H6V,2927,108.5161501999828,False,76,414
1WBE,204,6.182505699980538,False,55,269
1WHI,122,3.877877599967178,False,64,335
1WPA,107,2.123370799992699,False,38,170
1X3O,80,1.9520479000057094,False,52,255
1XY2,8,0.07433799997670576,False,8,18
1XY1,16,0.13832729996647686,False,13,32
1YJO,6,0.06017089996021241,False,6,9
1YZM,46,0.7616565999924205,False,30,125
1Y6X,87,1.7601345999864861,False,47,228
1Z21,96,2.053106499952264,False,53,266
1ZVA,75,1.569318599998951,False,32,138
1ZCE,146,4.55286990001332,False,63,323
1WLY,322,11.542910300020594,False,71,375
2AGK,233,8.618296900007408,False,68,358
2B0A,186,6.152857600012794,False,70,362
2A50,457,17.981327100016642,False,63,327
2BF9,35,0.7761432999977842,False,26,104
2BRF,100,2.697756699984893,False,58,303
2C71,205,5.495345300005283,False,65,339
2BCM,413,12.153820100007579,False,62,324
2CE0,99,2.0133491000160575,False,54,261
2CG7,90,1.610295300022699,False,39,176
2CWS,227,5.697101300000213,False,65,331
2AH1,937,34.18836939998437,False,72,387
2COV,534,13.959412600030191,False,60,304
2DKO,252,6.906931099947542,False,65,349
2DSX,52,0.832721299957484,False,48,230
2E10,439,9.587870899995323,False,65,337
2E3H,81,1.4657433000393212,False,57,280
2DPL,565,12.560301100020297,False,65,336
2EAQ,89,2.1654993999982253,False,49,226
2EHS,75,1.784068200038746,False,49,235
2ERW,53,1.193042200000491,False,45,214
2EHP,248,8.129400599980727,False,68,355
2FB6,116,2.6828709000255913,False,56,280
2FG1,157,5.221718199958559,False,64,332
2ETX,389,12.3356070999871,False,65,330
2D5W,1214,37.95589689997723,False,66,355
2FQ3,85,2.3544201999902725,False,51,249
2G7O,68,1.2579722999944352,False,28,111
2G69,99,2.7926785000017844,False,55,267
2GKG,122,3.9597942999680527,False,67,360
1QKI,3912,126.9518738000188,False,62,327
2G7S,190,5.7765573999495246,False,55,269
2GOM,121,3.495791699970141,False,49,237
2GXG,140,3.4734477000311017,False,55,275
2GZQ,191,5.782328700006474,False,63,314
2HQK,213,5.783857200003695,False,66,332
2I24,113,2.3049775999970734,False,52,258
2FN9,560,19.03661579999607,False,71,376
2HYK,237,5.917737799987663,False,65,332
2IGD,61,0.9940708999638446,False,42,204
2IBL,108,1.3590806999709457,False,32,134
2IVY,88,1.297297900018748,False,44,208
2IP6,87,1.553492700040806,False,51,250
2IMF,203,4.114380199986044,False,59,303
2JKU,35,0.39793350000400096,False,25,79
2J9W,200,4.603908899996895,False,54,261
2JLI,100,2.456669100036379,False,62,321
2J32,244,6.277769999986049,False,66,356
2NLS,36,0.6184719000011683,False,34,154
2JLJ,115,2.5976428000140004,False,64,332
2MCM,112,2.657214100006968,False,60,312
2I49,398,11.06588800001191,False,67,352
2NUH,104,2.1414207000052556,False,54,269
2NR7,194,4.372411200019997,False,62,323
2OA2,132,3.0794181000092067,False,55,277
2OCT,192,4.898188100021798,False,63,325
2OL9,6,0.06570949999149889,False,6,9
2OLX,4,0.057746300008147955,False,4,5
2PKT,91,2.5363402999937534,False,54,255
2O6X,306,10.52516459999606,False,70,378
2OHW,256,8.60594979999587,False,62,321
2PLT,98,3.0262452000170015,False,54,265
2PMR,76,2.243468099972233,False,46,221
2OKT,342,11.938721200043801,False,66,350
2PPN,107,3.366457999974955,False,59,304
2Q4N,153,4.18271740002092,False,48,216
2PTH,193,6.4566089999862015,False,65,342
2QJL,99,2.435908500046935,False,52,248
2POF,440,15.318153199972585,False,62,323
2R16,175,4.623766699980479,False,66,341
2R6Q,138,3.0224002999602817,False,58,287
2RB8,93,1.8613706000032835,False,51,251
2Q52,412,11.661687900021207,False,61,314
2PSF,608,19.05895060003968,False,65,344
2RFR,154,3.964523900009226,False,53,251
2V9V,135,3.608802500006277,False,48,234
2VH7,94,2.3430731000262313,False,58,288
2VIM,104,2.3086503999656998,False,60,310
2RE2,238,7.206724499992561,False,68,355
2VQ4,106,2.0324000000255182,False,54,260
2VY8,149,2.8555193000356667,False,59,297
2VPA,204,3.434616999991704,False,57,289
2VYO,206,5.279873699997552,False,62,323
2VE8,515,14.452295999974012,False,59,307
2W6A,117,1.9760582000017166,False,34,148
2WJ5,96,1.2883817999972962,False,41,189
2WUJ,100,1.5373781999805942,False,46,226
2W2A,350,8.932979899982456,False,59,304
2WW7,132,2.3261612000060268,False,49,242
2WWE,111,2.14485219999915,False,48,232
2X25,167,3.922516299993731,False,61,306
2X3M,166,3.9123387999716215,False,59,296
2X1Q,240,5.454564199957531,False,66,345
2W1V,548,16.26506689999951,False,74,392
2X5Y,171,4.02378280000994,False,62,318
2Y0T,101,2.3565098000108264,False,55,284
2X9Z,262,6.779813200002536,False,61,315
2Y72,170,4.163095900032204,False,53,267
2XHF,310,8.252975000010338,False,63,323
2Y9F,149,3.352240299980622,False,62,316
2Y7L,319,7.900252300023567,False,65,341
2YNY,315,6.970495200017467,False,64,332
2YLB,400,9.62260060000699,False,61,302
3A0M,142,2.326304299989715,False,41,181
2ZCM,357,8.082536799949594,False,62,322
3A7L,128,2.5683318999945186,False,61,319
3AUB,116,2.0345589999924414,False,51,249
2ZU1,360,8.775187399995048,False,69,370
3B5O,230,4.750536000006832,False,65,346
3BQX,139,2.315601099980995,False,50,241
3BA1,312,6.646232199971564,False,69,371
3BED,257,5.9402662999928,False,72,386
3BZQ,99,1.8195046000182629,False,49,237
3BZZ,100,2.0508827000157908,False,63,318
3AMC,614,15.511945100035518,False,67,355
3E7R,40,0.8729726999881677,False,36,158
3E5T,228,6.432011700002477,False,64,329
3EUR,140,3.724758099997416,False,60,308
3DWV,325,9.787044299999252,False,61,318
3F2Z,149,4.3148879000218585,False,58,280
3FE7,88,1.8642703000223264,False,51,245
3FCN,158,3.682278399995994,False,60,310
3FMY,65,1.207851400016807,False,44,208
3FOD,48,0.592515500029549,False,25,89
3DRF,547,17.04046530002961,False,66,347
3F7E,254,6.74619720003102,False,65,334
3FVA,6,0.04198440001346171,False,6,9
3FKE,250,5.6943620999809355,False,59,304
3FSO,221,5.238800799997989,False,55,272
3FTD,240,5.755017299961764,False,64,335
3GBW,161,3.7067380999797024,False,66,343
3GHJ,116,1.924134300032165,False,47,225
3HFO,197,3.783461700018961,False,58,289
3HNY,156,3.4433032000088133,False,71,379
3G1S,418,10.567710199975409,False,64,337
3HYD,7,0.050994899997022,False,7,11
3HWU,144,2.710204100003466,False,56,283
3HP4,182,3.7426478000124916,False,67,354
3HZ8,192,3.796431599999778,False,66,339
3I2V,124,2.265047700027935,False,56,292
3I2Z,138,2.5503082999493927,False,59,283
3I4O,135,2.3236385000054725,False,54,270
3I7M,134,2.50601250003092,False,61,316
3IHS,169,3.2230999000021257,False,52,258
3IVV,149,2.8418383999960497,False,66,347
3KBE,140,2.5518377000116743,False,65,332
3K6Y,227,5.165571999968961,False,71,376
3KZD,85,1.5296821999945678,False,51,247
3KGK,190,3.7120444000465795,False,55,278
3LAA,169,2.3965857999864966,False,46,209
3LAX,106,1.7501882999786176,False,52,256
3L41,219,4.2656314999912865,False,65,343
3LJI,272,6.049502600042615,False,74,405
3M3P,249,5.296863299969118,False,66,344
3M8J,178,3.2797576000448316,False,56,274
3M9J,210,4.373962500016205,False,63,325
3M9Q,176,3.013338799995836,False,50,237
3MD4,12,0.08772319997660816,False,12,33
3MD5,12,0.08235380001133308,False,12,27
3HHP,1234,31.656029200006742,False,71,383
3MAB,173,3.515950199973304,False,61,311
3MEA,165,3.257667500001844,False,62,322
3MGN,272,4.368822399992496,False,41,197
3LG3,833,18.682695799972862,False,71,385
3NGG,94,1.519426500017289,False,43,206
3NE0,208,4.918966099969111,False,72,390
3NVG,6,0.049982800032012165,False,6,10
3MRE,383,7.9953730999841355,False,58,295
3NZL,73,1.1037673000246286,False,47,227
3N11,325,7.628713799989782,False,65,337
3O5P,128,2.310190199990757,False,60,299
3OBQ,150,2.8087448999867775,False,53,259
3O0P,194,4.092604500008747,False,68,357
3P6J,125,2.700285199971404,False,62,314
3OQY,232,4.579114700027276,False,52,261
3PD7,188,4.034977899980731,False,57,281
3PES,165,2.939087299979292,False,47,225
3NPV,495,12.846380200004205,False,70,366
3PIW,154,2.913747799990233,False,58,288
3PSM,94,1.5699780999566428,False,49,231
3PKV,221,4.495163400017191,False,60,301
3PID,387,8.457710599992424,False,68,346
3PZZ,12,0.11652079998748377,False,12,36
3Q2X,6,0.046776700008194894,False,6,9
3Q6L,131,2.4597190999775194,False,43,190
3PTL,289,8.189791799988598,False,79,434
3PVE,347,8.01524999999674,False,68,356
3PZ9,357,8.30922490003286,False,64,333
3QPA,196,4.390807499992661,False,70,381
3QDS,284,5.6842477999744006,False,68,361
3R6D,215,4.3641848000115715,False,62,332
3R87,132,2.239349099982064,False,53,259
3RY0,128,2.0651562999701127,False,54,266
3RQ9,162,2.7927867000107653,False,58,296
3S0A,119,2.3249108000309207,False,59,296
3RZY,139,2.4869211000041105,False,43,194
3SD2,86,1.3664177999598905,False,45,212
3SED,124,2.3398331999778748,False,52,243
3SO6,150,3.18358440004522,False,69,359
3SEB,238,4.689390200015623,False,64,336
3SUK,248,5.721363799995743,False,66,341
3T0H,208,4.768855200032704,False,62,320
3T3K,122,2.80423939996399,False,54,262
3T47,141,3.564506800030358,False,48,231
3TOW,152,4.538173799985088,False,58,295
3SR3,637,19.955498499970417,False,69,361
3TYS,75,1.055207600002177,False,42,192
3TDN,357,11.133091899973806,False,63,324
3TUA,210,5.518827099993359,False,64,338
3U97,77,1.6093562999740243,False,50,247
3UCI,72,1.2072433999856003,False,38,169
3SZH,697,20.980829300009646,False,67,353
3V1A,48,0.6136758999782614,False,31,132
3US6,148,2.689081399992574,False,51,251
3U6G,248,5.940116500016302,False,70,381
3VN0,193,2.8653141999966465,False,43,186
3VUB,101,1.7296311000245623,False,56,280
3V75,285,6.590448200004175,False,68,367
3VOR,182,4.081547799985856,False,68,362
3VVV,108,1.8396871999721043,False,57,274
3VZ9,163,2.796626200026367,False,60,296
3ZIT,152,2.8729982000077143,False,59,300
3ZBD,213,4.314622200035956,False,62,320
3UR8,637,14.926899400015827,False,64,331
3ZZP,74,1.2599737000418827,False,44,207
3ZSL,138,2.8294666999718174,False,54,261
3ZRX,221,4.589442000025883,False,61,318
4A02,166,3.3692398000275716,False,67,349
3ZZY,226,4.40029019996291,False,62,312
4ACJ,167,3.428630000038538,False,64,334
4AE7,186,3.507910400046967,False,63,321
4ANN,176,3.1503681000322104,False,58,289
4AXY,54,0.693610800022725,False,28,118
3W4Q,773,19.250156299967784,False,73,395
4AVR,188,4.065992399991956,False,68,352
4AM1,345,7.320685799990315,False,65,336
4B9G,292,7.849049500015099,False,58,291
4DND,95,1.4570725999656133,False,43,202
4DKN,423,10.538938599987887,False,65,337
4DPZ,108,1.7370468999724835,False,59,302
4DD5,387,11.701608600036707,False,77,418
4B6G,558,14.905635199975222,False,69,367
4DT4,160,2.3488201000145636,False,48,229
4ES1,95,1.3767084999708459,False,46,219
4DQ7,328,6.390651599969715,False,62,319
4EK3,287,5.651879400014877,False,62,319
4EUG,225,4.513198999979068,False,62,317
4F3J,143,2.9253580000367947,False,62,321
4G14,5,0.03612639999482781,False,5,9
4ERY,318,7.765585000044666,False,71,379
4FR9,133,2.2044814999680966,False,56,278
4G2E,151,2.8907504999660887,False,64,333
4F01,448,8.75487039994914,False,61,312
4G7X,194,3.4178403000114486,False,60,304
4GMQ,92,1.5379232999985106,False,51,250
4GA2,144,2.5113999999593943,False,52,257
4GS3,90,1.3287583999917842,False,53,253
4H89,168,3.114246400014963,False,57,298
4H4J,236,4.824750300031155,False,69,360
4G5X,550,13.223579599987715,False,71,380
4HWM,117,2.0909926000167616,False,60,306
4HDE,168,3.3593215000000782,False,64,323
4IL7,85,1.4179299999959767,False,50,242
4G6C,658,16.07710059999954,False,71,378
4HJP,281,5.608507799974177,False,67,353
4J5Q,146,2.732786300010048,False,66,342
4J5O,220,4.145765199966263,False,63,324
4J11,357,6.530715600005351,False,57,287
4JG2,185,3.119193200021982,False,63,314
4JVU,207,4.043842800019775,False,58,300
4KEF,133,2.6866405999753624,False,61,322
4J78,305,7.219454400008544,False,67,338
6RXN,45,0.5066481999820098,False,38,172
5CYT,103,1.5395529000088573,False,47,222
4JYP,534,10.493966299982276,False,68,357
