protein_id,n_residues,seconds,cached,max_support,max_edges
2YNY,315,13.556305000034627,False,64,332
2YLB,400,19.70998869999312,False,61,302
2ZCM,357,16.8546834999579,False,62,322
3A0M,148,6.601111399999354,False,42,193
3A7L,128,5.903590500005521,False,61,319
3AUB,116,4.189847999950871,False,51,249
2ZU1,360,21.292069200018886,False,69,370
3B5O,230,10.384501499996986,False,65,346
3BQX,139,5.039582400000654,False,50,241
3BA1,312,16.249470500042662,False,69,371
3BZQ,99,4.721322100027464,False,49,237
3BZZ,100,5.8312787000322714,False,63,318
3BED,261,21.34784000000218,False,73,395
3AMC,614,36.17488050000975,False,67,355
3E7R,40,1.1371314999996684,False,36,158
3EUR,140,5.281849200022407,False,60,308
3E5T,228,9.120369000011124,False,64,329
3DWV,325,15.985060099978,False,61,318
3F2Z,149,5.953801599971484,False,58,280
3FCN,158,5.5003702999674715,False,60,310
3FE7,91,3.2832426999812014,False,51,245
3FMY,66,2.2009803999681026,False,44,213
3F7E,254,11.469675500004087,False,65,334
3FOD,48,0.7466651999857277,False,25,89
3DRF,547,29.990626799990423,False,66,347
3FVA,6,0.05724809999810532,False,6,9
3FKE,250,9.651653999986593,False,59,304
3FSO,221,8.771419500000775,False,55,272
3FTD,240,10.267319699982181,False,64,335
3GBW,161,7.267952100024559,False,66,343
3GHJ,116,3.7402560000191443,False,47,225
3HFO,197,8.535729399998672,False,58,289
3HNY,156,7.706282099999953,False,71,379
3G1S,418,23.457744700019248,False,64,337
3HYD,7,0.06723109999438748,False,7,11
3HWU,144,5.00804619997507,False,56,283
3HP4,183,8.739441099984106,False,68,361
3I2V,124,4.6169010999728926,False,56,292
3HZ8,192,8.563840500020888,False,66,339
3I2Z,138,5.990652900014538,False,59,283
3I4O,135,5.670511600037571,False,54,270
3I7M,134,5.006412199989427,False,61,316
3IHS,169,6.607672500016633,False,52,258
3IVV,149,5.451677499979269,False,66,347
3KBE,140,5.480778400029521,False,65,332
3KGK,190,7.169862800044939,False,55,278
3KZD,85,2.668842200015206,False,51,247
3K6Y,227,12.133816800022032,False,71,376
3LAA,169,5.517282899993006,False,46,209
3LAX,106,4.2804559000069275,False,52,256
3L41,220,11.597135499992874,False,65,343
3LJI,272,14.811610599979758,False,74,405
3M3P,249,11.18080720002763,False,66,344
3M8J,178,6.169132300012279,False,56,274
3M9J,210,9.881027300027199,False,63,325
3M9Q,176,6.38191460003145,False,50,237
3MD4,12,0.12219780002487823,False,12,33
3MD5,12,0.10549709998304024,False,12,27
3MAB,173,6.78222240001196,False,61,311
3MEA,166,7.290535099979024,False,62,322
3HHP,1234,80.62485389999347,False,71,383
3LG3,833,45.145222300023306,False,71,385
3MGN,348,15.774542999977712,False,52,266
3NGG,94,3.7584410999552347,False,43,206
3MRE,383,20.499265199992806,False,58,295
3NVG,6,0.06759940000483766,False,6,10
3NZL,73,2.5093304000329226,False,47,227
3NE0,208,13.961347699980251,False,72,390
3N11,325,21.23186529998202,False,65,337
3O5P,128,4.700316400034353,False,60,299
3OBQ,150,5.299639699980617,False,53,259
3O0P,194,9.43958050000947,False,68,357
3P6J,125,7.940487300045788,False,62,314
3OQY,234,13.60452009999426,False,53,263
3PD7,188,10.591987700026948,False,57,281
3PES,165,6.072244400042109,False,47,225
3PIW,154,7.022578900039662,False,58,288
3PSM,94,3.3183361000264995,False,49,231
3NPV,495,36.34252300002845,False,70,366
3PKV,221,10.679383200011216,False,60,301
3PID,387,19.74026569997659,False,68,346
3PZZ,12,0.17294829996535555,False,12,36
3Q2X,6,0.06972109997877851,False,6,9
3Q6L,131,4.504473900015,False,43,190
3PVE,347,18.503231999988202,False,68,356
3PZ9,357,19.55616460001329,False,64,333
3PTL,289,23.42283520003548,False,79,434
3QDS,284,12.10662889998639,False,68,361
3R87,132,4.454611700028181,False,53,259
3RQ9,162,5.838577200018335,False,58,296
3QPA,197,12.849566599994432,False,71,386
3R6D,221,11.780668499995954,False,64,345
3RY0,128,4.322857699997257,False,54,266
3SD2,86,2.391275600006338,False,45,212
3RZY,139,4.426214100036304,False,43,194
3S0A,119,4.580363000044599,False,59,296
3SED,124,4.36558410001453,False,52,243
3SEB,238,10.58688970003277,False,64,336
3SO6,150,8.115063900011592,False,69,359
3SUK,248,14.69887269998435,False,66,341
3T0H,208,10.40794950001873,False,62,320
3T3K,122,4.305904200009536,False,54,262
3T47,141,6.269163699995261,False,48,231
3TOW,152,6.000475899956655,False,58,295
3TUA,210,9.627042500011157,False,64,338
3TDN,357,19.79307620000327,False,63,324
3SR3,637,41.617136500019114,False,69,361
3TYS,75,1.9384602999780327,False,42,192
3UCI,72,2.0372924000257626,False,38,169
3U97,77,2.5299676000140607,False,50,247
3SZH,697,42.554888600017875,False,67,353
3V1A,48,1.4465187000459991,False,31,132
3US6,148,6.305392000009306,False,51,251
3U6G,248,15.072598800004926,False,70,381
3VN0,193,6.303261099965312,False,43,186
3VUB,101,4.523763199977111,False,56,280
3VVV,108,4.127851400000509,False,57,274
3VOR,182,11.303122400015127,False,68,362
3V75,285,18.682186000049114,False,68,367
3VZ9,163,6.696555500035174,False,60,296
3ZBD,213,9.269545099989045,False,62,320
3ZIT,152,6.707766300009098,False,59,300
3UR8,637,39.15034759999253,False,64,331
3ZSL,138,5.7410788999986835,False,54,261
3ZZP,74,2.456981699971948,False,44,207
3ZRX,221,10.560047500010114,False,61,318
4A02,166,8.179415800026618,False,67,349
3ZZY,226,9.908581399999093,False,62,312
4ACJ,167,8.335993900022004,False,64,334
4AE7,186,9.528471400029957,False,63,321
4ANN,176,9.182402800011914,False,58,289
4AXY,54,2.2601568999816664,False,28,118
4AVR,188,13.488785900000948,False,68,352
4AM1,345,22.60762770002475,False,65,336
3W4Q,773,55.90256820002105,False,73,395
4B9G,292,14.747658099979162,False,58,291
4DND,95,3.1426947999862023,False,43,202
4DPZ,109,5.067590599996038,False,60,309
4DKN,423,21.77180300001055,False,65,337
4B6G,558,39.68539610004518,False,69,367
4DD5,387,32.69801890000235,False,77,418
4DT4,160,7.0140552000375465,False,48,229
4ES1,95,3.487632400006987,False,46,219
4DQ7,328,21.212325900036376,False,62,319
4EK3,287,18.51739799999632,False,62,319
4EUG,225,15.54486939997878,False,62,317
4F3J,143,8.445855700003449,False,62,321
4G14,15,0.2897976999520324,False,15,47
4FR9,141,7.319151699950453,False,58,292
4ERY,318,29.315742200007662,False,71,379
4G2E,151,8.495202199963387,False,64,333
4F01,448,27.52605190000031,False,61,312
4G7X,194,11.797099100018386,False,60,304
4GA2,144,9.377004000009038,False,52,257
4GMQ,92,5.93772159999935,False,51,250
4GS3,90,4.796307599986903,False,53,253
4H89,168,10.9628363000229,False,57,298
4H4J,236,17.152039299951866,False,69,360
4HDE,168,10.479060899990145,False,64,323
4G5X,550,50.35446369997226,False,71,380
4HWM,117,7.040570500015747,False,60,306
4IL7,85,4.2749325999757275,False,50,242
4HJP,281,19.32895130000543,False,67,353
4G6C,658,62.02104459999828,False,71,378
4J5O,220,12.07437700004084,False,63,324
4J5Q,146,7.582125000015367,False,66,342
4J11,357,18.806450700038113,False,57,287
4JG2,185,8.77301909995731,False,63,314
4JVU,207,11.037883700046223,False,58,300
4KEF,133,6.267853099969216,False,61,322
5CYT,103,3.882903499994427,False,47,222
6RXN,45,1.1129075000062585,False,38,172
4J78,305,20.804747799993493,False,67,338
4JYP,534,27.86716049996903,False,68,357
